material_id,material_name,material_type,biodegradability_score,water_resistance,recycle_time_days,manufacturing_place,moisture_resistance,material_category,product_category,strength_final,weight_capacity_final,co2_emission_final,recyclability_final,cost_per_kg_final,cost_per_unit_final,co2_impact_index,cost_efficiency_index,material_suitability_score
2,Virgin Cardboard,Plant Fiber,0.005414937759336101,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0019053497942386837,0.004375324002073614,0.0028319847691575437,0.0032233760944817757,0.2606796598391846,0.1726055092241596,0.9971680152308424,0.7393203401608154,0.17645715367093695
3,Virgin Cardboard,Biodegradable Plastic,0.0032157676348547708,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0014979423868312764,0.002809745982374286,0.005854355069014754,0.004284259824882915,0.2606796598391846,0.0128885519332827,0.9941456449309852,0.7393203401608154,0.17562225041256757
4,Virgin Cardboard,Plant Fiber,0.008423236514522823,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0006707818930041152,0.00385692068429238,0.0032841504045692527,0.002443494196701282,0.2606796598391846,0.4940611574425069,0.9967158495954307,0.7393203401608154,0.17629488290225281
5,Virgin Cardboard,Plant Fiber,0.002655601659751038,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0011728395061728397,0.01088646967340591,0.006116135173726797,0.003986968030950927,0.2606796598391846,0.1753853929744755,0.9938838648262732,0.7393203401608154,0.1769866581650861
6,Virgin Cardboard,Molded Pulp,0.009854771784232365,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0010699588477366254,0.0076931052358735095,0.0028557829604950015,0.005679087762166563,0.2606796598391846,0.365175638109679,0.997144217039505,0.7393203401608154,0.17806659979920908
7,Virgin Cardboard,Biodegradable Plastic,0.0045850622406639,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0019794238683127578,0.000663556246759978,0.0020942408376963344,0.0074058236611688035,0.2606796598391846,0.7470305787212536,0.9979057591623036,0.7393203401608154,0.17651910121707542
8,Virgin Cardboard,Biodegradable Plastic,0.008568464730290458,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0017366255144032929,0.004582685329186106,0.004331270823417419,0.007672571777642027,0.2606796598391846,0.7235279251958555,0.9956687291765826,0.7393203401608154,0.1776693844432498
9,Virgin Cardboard,Biodegradable Plastic,0.001846473029045642,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0015390946502057616,0.00443753240020736,0.00621132793907663,0.008238647933211158,0.2606796598391846,0.3060399292393227,0.9937886720609234,0.7393203401608154,0.17650788190576588
10,Virgin Cardboard,Plant Fiber,0.004107883817427384,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0011111111111111113,0.013758424053913944,0.002927177534507377,0.007438403583791486,0.2606796598391846,0.5430881981298964,0.9970728224654927,0.7393203401608154,0.1787726421405638
11,Virgin Cardboard,Recycled Paper,0.007095435684647302,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.001205761316872428,0.014090202177293936,0.008543550690147549,0.006794950111993483,0.2606796598391846,0.5089714430123832,0.9914564493098524,0.7393203401608154,0.17862046508683949
12,Virgin Cardboard,Biodegradable Plastic,0.0012655601659751039,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0019876543209876546,0.002384655261793674,0.0,0.002280594583587864,0.2606796598391846,0.637856962345211,1.0,0.7393203401608154,0.17555183159030102
13,Virgin Cardboard,Starch-based Plastic,0.001203319502074688,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.001251028806584362,0.02,0.003593526891956211,0.003936061901852983,0.2606796598391846,0.247915087187263,0.9964064731080438,0.7393203401608154,0.17885314883421383
14,Virgin Cardboard,Plant Fiber,0.009896265560165972,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0005679012345679012,0.004852255054432348,0.008829128986197046,0.004726125025453064,0.2606796598391846,0.590851655294415,0.991170871013803,0.7393203401608154,0.1765912122761058
15,Virgin Cardboard,Molded Pulp,0.0072406639004149375,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.000609053497942387,0.01956454121306377,0.004831032841504046,0.0007045408267155361,0.2606796598391846,0.9843315643164012,0.995168967158496,0.7393203401608154,0.17874111009943486
16,Virgin Cardboard,Recycled Paper,0.00026970954356846403,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.0003415637860082304,0.007838258164852256,0.003641123274631127,0.005241295051924252,0.2606796598391846,0.4867323730098559,0.9963588767253688,0.7393203401608154,0.17630967971001107
17,Virgin Cardboard,Starch-based Plastic,0.0039626556016597505,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,3.29218106995884e-05,0.0,0.005021418372203713,0.004304622276522091,0.2606796598391846,0.910538286580743,0.9949785816277963,0.7393203401608154,0.17489344542708946
18,Virgin Cardboard,Starch-based Plastic,0.00433609958506224,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0008724279835390948,0.006469673405909798,0.005092812946216086,0.00802891468132763,0.2606796598391846,0.4339145817538539,0.9949071870537839,0.7393203401608154,0.17719099227255153
19,Virgin Cardboard,Molded Pulp,0.007551867219917014,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0008106995884773662,0.012472783825816488,0.0065920990004759645,0.009818774180411322,0.2606796598391846,0.3484963356077836,0.993407900999524,0.7393203401608154,0.1790665906973864
20,Virgin Cardboard,Recycled Paper,0.002427385892116182,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.0006049382716049382,0.013426645930533956,0.0008329366968110419,0.005522296884544899,0.2606796598391846,0.646702047005307,0.9991670633031889,0.7393203401608154,0.1781538713611349
21,Virgin Cardboard,Plant Fiber,0.0017427385892116178,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,2.880658436214e-05,0.010326594090202177,0.001999048072346502,0.0031459987782528997,0.2606796598391846,0.6709628506444275,0.9980009519276535,0.7393203401608154,0.1766952602170102
22,Virgin Cardboard,Corrugated Cardboard,0.0006639004149377591,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0004074074074074074,0.008605495075168482,0.005140409328891004,0.000303400529423743,0.2606796598391846,0.8683345969168562,0.994859590671109,0.7393203401608154,0.1754012091182034
23,Virgin Cardboard,Recycled Paper,0.004273858921161824,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0014650205761316878,0.010782789009849662,0.007877201332698713,0.009275096721645287,0.2606796598391846,0.2274450341167551,0.9921227986673012,0.7393203401608154,0.17816322501131787
24,Virgin Cardboard,Molded Pulp,0.006970954356846471,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.001625514403292181,0.011601866251944015,0.004973821989528795,0.009220118102219505,0.2606796598391846,0.4993682082385645,0.9950261780104712,0.7393203401608154,0.1790510704423114
25,Virgin Cardboard,Starch-based Plastic,0.00043568464730290397,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0012469135802469136,0.000995334370139968,0.001880057115659209,0.0024373854612095287,0.2606796598391846,0.5729087692696487,0.9981199428843408,0.7393203401608154,0.17480765336294268
26,Virgin Cardboard,Plant Fiber,0.00933609958506224,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0019053497942386837,0.0069777086573354075,0.0060923369823893386,0.00694155976379556,0.2606796598391846,0.7715440990649483,0.9939076630176107,0.7393203401608154,0.17798340638838783
27,Virgin Cardboard,Recycled Paper,0.00441908713692946,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.0013415637860082306,0.004333851736651114,0.0066634935744883375,0.000629199755650581,0.2606796598391846,0.0386656557998483,0.9933365064255116,0.7393203401608154,0.17525654897413454
28,Virgin Cardboard,Corrugated Cardboard,0.002323651452282157,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0018806584362139921,0.015966822187662,0.001880057115659209,0.001553655060069232,0.2606796598391846,1.0,0.9981199428843408,0.7393203401608154,0.1780668360809577
29,Virgin Cardboard,Corrugated Cardboard,0.000809128630705393,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.001748971193415638,0.009072058061171591,0.003212755830556877,0.00206882508654042,0.2606796598391846,0.4698003538033864,0.9967872441694431,0.7393203401608154,0.17639754715552797
30,Virgin Cardboard,Biodegradable Plastic,0.001721991701244813,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0009259259259259261,0.019709694142042513,0.004712041884816754,0.0028588882101405,0.2606796598391846,0.277230224917867,0.9952879581151832,0.7393203401608154,0.17846432653470468
31,Virgin Cardboard,Biodegradable Plastic,0.009522821576763483,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.000197530864197531,0.007589424572317264,0.004355069014754878,0.01,0.2606796598391846,0.8877937831690675,0.9956449309852451,0.7393203401608154,0.17849221798163342
32,Virgin Cardboard,Molded Pulp,0.006452282157676347,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0007613168724279834,0.016246759979263864,0.0033317467872441687,0.0069578497251069,0.2606796598391846,0.7505686125852917,0.9966682532127559,0.7393203401608154,0.17939795281998974
33,Virgin Cardboard,Recycled Paper,0.005186721991701245,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0013744855967078192,0.01587350959046138,0.00245121370775821,0.0037731622887395623,0.2606796598391846,0.9580490270406872,0.9975487862922418,0.7393203401608154,0.17873787671907804
34,Virgin Cardboard,Recycled Paper,0.006659751037344396,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0013703703703703705,0.002436495593571798,0.0005711565920989999,0.007367135003054367,0.2606796598391846,0.3290371493555724,0.999428843407901,0.7393203401608154,0.17717719972439114
35,Virgin Cardboard,Starch-based Plastic,0.004356846473029044,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.001218106995884774,0.009849663037843443,0.0001189909566872918,0.009179393198941151,0.2606796598391846,0.5534495830174374,0.9998810090433127,0.7393203401608154,0.1786839998876953
36,Virgin Cardboard,Starch-based Plastic,0.007406639004149378,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0005637860082304528,0.013748055987558324,0.008733936220847215,0.009623294644675219,0.2606796598391846,0.5731614859742229,0.9912660637791528,0.7393203401608154,0.17898485287312355
37,Virgin Cardboard,Starch-based Plastic,0.00033195020746887895,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0011563786008230452,0.017117677553136344,0.007686815801999046,0.000450010181225819,0.2606796598391846,0.9855951478392722,0.992313184198001,0.7393203401608154,0.17701577716408018
38,Virgin Cardboard,Biodegradable Plastic,0.005705394190871369,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.000786008230452675,0.00607568688439606,0.0029985721085197515,0.0038790470372632867,0.2606796598391846,0.0707606772807682,0.9970014278914803,0.7393203401608154,0.17667543477580533
39,Virgin Cardboard,Recycled Paper,0.0014730290456431532,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.002,0.003877656817003628,0.008733936220847215,0.000948890246385665,0.2606796598391846,0.3037654788981551,0.9912660637791528,0.7393203401608154,0.17474490416352118
40,Virgin Cardboard,Recycled Paper,0.001078838174273858,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0017448559670781897,0.01405909797822706,0.0060685387910518794,0.0032783547139075544,0.2606796598391846,0.18776851149861,0.9939314612089482,0.7393203401608154,0.17739071039331392
41,Virgin Cardboard,Corrugated Cardboard,0.003381742738589211,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.00148559670781893,0.016101607050285124,0.004212279866730128,0.0015882712278558332,0.2606796598391846,0.2661106899166034,0.9957877201332699,0.7393203401608154,0.17792744227277985
42,Virgin Cardboard,Biodegradable Plastic,0.000788381742738588,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.00048559670781893,0.006542249870399172,0.004307472632079962,0.0064467521889635514,0.2606796598391846,0.4852160727824109,0.99569252736792,0.7393203401608154,0.17633874360311164
43,Virgin Cardboard,Plant Fiber,0.000809128630705393,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0005267489711934158,0.0013063763608087081,0.0004045692527367918,0.003813887192017918,0.2606796598391846,0.3714935557240333,0.9995954307472632,0.7393203401608154,0.17516868633877736
44,Virgin Cardboard,Biodegradable Plastic,0.0030705394190871363,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,8.23045267489712e-05,0.018818040435458788,0.0004997620180866255,0.002197108531867236,0.2606796598391846,0.3937326257265605,0.9995002379819133,0.7393203401608154,0.1785662446522884
45,Virgin Cardboard,Plant Fiber,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0014609053497942393,0.007558320373250388,0.005354593050928128,0.002569741396864181,0.2606796598391846,0.8481172605509225,0.9946454069490719,0.7393203401608154,0.1772874134024602
46,Virgin Cardboard,Corrugated Cardboard,0.001659751037344398,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.00022633744855967062,0.010057024364955936,0.004878629224178961,0.003530849114233352,0.2606796598391846,0.9347990902198636,0.9951213707758211,0.7393203401608154,0.1764672928072431
47,Virgin Cardboard,Molded Pulp,2.0746887966804e-05,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.0009053497942386832,0.016682218766200105,0.0016420752022846263,0.00250865404194665,0.2606796598391846,0.0659590598938589,0.9983579247977153,0.7393203401608154,0.1778354505392371
48,Virgin Cardboard,Recycled Paper,0.007759336099585063,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.00041563786008230443,0.013322965266977712,0.008614945264159924,0.004475666870291182,0.2606796598391846,0.2059641142279504,0.99138505473584,0.7393203401608154,0.17789807579707767
49,Virgin Cardboard,Corrugated Cardboard,0.008195020746887964,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0018436213991769553,0.014556765163297045,0.0070680628272251295,0.000191407045408266,0.2606796598391846,0.6732373009855952,0.9929319371727748,0.7393203401608154,0.17786502063692755
50,Virgin Cardboard,Recycled Paper,0.0034232365145228224,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.0009794238683127573,0.003649559357179884,0.0006901475487862918,0.002710242313174506,0.2606796598391846,0.3573414202678797,0.9993098524512137,0.7393203401608154,0.17589332103953043
51,Virgin Cardboard,Starch-based Plastic,0.004647302904564315,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.001160493827160494,0.010544323483670294,0.008472156116135172,0.004048055385868458,0.2606796598391846,0.2517058377558757,0.9915278438838648,0.7393203401608154,0.17699051307085056
52,Virgin Cardboard,Molded Pulp,0.006576763485477179,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0014320987654320991,0.013748055987558324,0.008900523560209423,0.005998778252901649,0.2606796598391846,0.2931513773060398,0.9910994764397906,0.7393203401608154,0.17833588772233222
53,Virgin Cardboard,Molded Pulp,0.00033195020746887895,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0002880658436213992,0.004053913945049248,0.00909090909090909,0.002620647525962125,0.2606796598391846,0.3206974981046246,0.990909090909091,0.7393203401608154,0.1744796643932186
54,Virgin Cardboard,Corrugated Cardboard,0.009688796680497925,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.001242798353909465,0.002944530844997408,0.00014278914802474997,0.001217674608022805,0.2606796598391846,0.8526661612332576,0.9998572108519752,0.7393203401608154,0.17651421528243516
55,Virgin Cardboard,Molded Pulp,0.009024896265560163,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0011111111111111113,0.01967858994297564,0.006639695383150879,0.000637344736306251,0.2606796598391846,0.1326762699014405,0.9933603046168491,0.7393203401608154,0.17896276363123464
56,Virgin Cardboard,Plant Fiber,0.002531120331950207,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.0004197530864197528,0.010025920165889062,0.004807234650166588,0.009437996334758704,0.2606796598391846,0.7113975233762951,0.9951927653498334,0.7393203401608154,0.1778287001725919
57,Virgin Cardboard,Molded Pulp,0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.001938271604938272,0.004727838258164852,0.006330318895763922,0.004103034005294236,0.2606796598391846,0.5534495830174374,0.993669681104236,0.7393203401608154,0.17554974448043154
58,Virgin Cardboard,Recycled Paper,0.009522821576763483,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0012304526748971197,0.019979263867288752,0.008829128986197046,0.005778863775198534,0.2606796598391846,0.2944149608289108,0.991170871013803,0.7393203401608154,0.1799367830511981
59,Virgin Cardboard,Recycled Paper,0.005041493775933609,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0014279835390946507,0.01933644375324002,0.0061637315564017124,0.009220118102219505,0.2606796598391846,0.4190042961839777,0.9938362684435983,0.7393203401608154,0.18014019318269697
60,Virgin Cardboard,Recycled Paper,0.0054356846473029045,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0018106995884773665,0.010896837739761536,0.007591623036649213,0.0007045408267155361,0.2606796598391846,0.253727571392469,0.9924083769633508,0.7393203401608154,0.17676117501992683
61,Virgin Cardboard,Recycled Paper,0.006929460580912863,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.0012839506172839506,0.017615344738206324,0.007877201332698713,0.008786397882305029,0.2606796598391846,0.6128380085923679,0.9921227986673012,0.7393203401608154,0.17978506914837186
62,Virgin Cardboard,Plant Fiber,0.006224066390041494,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.000609053497942387,0.003224468636599272,0.007591623036649213,0.0054774994909387075,0.2606796598391846,0.0770785948951225,0.9924083769633508,0.7393203401608154,0.17599913867091604
63,Virgin Cardboard,Biodegradable Plastic,0.009626556016597511,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.00021810699588477363,0.00510108864696734,0.003664921465968586,0.001539401343921808,0.2606796598391846,0.0,0.9963350785340314,0.7393203401608154,0.17639215001912334
64,Virgin Cardboard,Starch-based Plastic,0.009626556016597511,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0009382716049382717,0.013841368584758944,0.001737267967634459,0.004048055385868458,0.2606796598391846,0.6295173110942632,0.9982627320323656,0.7393203401608154,0.17901474331716777
65,Virgin Cardboard,Corrugated Cardboard,0.00883817427385892,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.00044855967078189304,0.016868843960601346,0.003403141361256544,0.007778456526165749,0.2606796598391846,0.1910538286580742,0.9965968586387435,0.7393203401608154,0.17995904603608365
66,Virgin Cardboard,Recycled Paper,0.006431535269709543,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Food,0.0008559670781893004,0.017076205287713843,0.008115183246073299,0.004752596212583994,0.2606796598391846,0.0664644933030073,0.9918848167539267,0.7393203401608154,0.17866499805153757
67,Virgin Cardboard,Molded Pulp,0.00813278008298755,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0018189300411522635,0.007703473302229134,0.0010233222275107092,0.00989207900631236,0.2606796598391846,0.3957543593631539,0.9989766777724893,0.7393203401608154,0.179023461777775
68,Virgin Cardboard,Recycled Paper,0.006867219917012449,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0006666666666666666,0.017729393468118197,0.004497858162779628,0.003697821217674608,0.2606796598391846,0.0459944402324993,0.9955021418372204,0.7393203401608154,0.17896444079118068
69,Virgin Cardboard,Molded Pulp,0.005788381742738589,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0002510288065843622,0.01696215655780197,0.0018324607329842926,0.0074933822032172675,0.2606796598391846,0.8908263836239575,0.9981675392670157,0.7393203401608154,0.17957091015804386
70,Virgin Cardboard,Starch-based Plastic,0.001161825726141077,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0007325102880658439,0.018714359771902545,0.0051642075202284615,0.003862757075951945,0.2606796598391846,0.0224917867071013,0.9948357924797715,0.7393203401608154,0.17828843806456723
71,Virgin Cardboard,Starch-based Plastic,0.008257261410788383,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0018641975308641976,0.01560393986521514,0.007829604950023798,0.008303807778456523,0.2606796598391846,0.5797321202931514,0.9921703950499762,0.7393203401608154,0.1796352616441478
72,Virgin Cardboard,Starch-based Plastic,0.0083402489626556,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.0005596707818930043,0.013188180404354589,0.007996192289386004,0.005654652820199552,0.2606796598391846,0.4379580490270406,0.992003807710614,0.7393203401608154,0.17829193647192537
73,Virgin Cardboard,Molded Pulp,0.00632780082987552,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0013333333333333335,0.01135303265940902,0.001880057115659209,0.000509061290979433,0.2606796598391846,0.6739954510993177,0.9981199428843408,0.7393203401608154,0.17739895055240798
74,Virgin Cardboard,Recycled Paper,0.0083402489626556,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.0,0.007039917055469154,0.008257972394098046,0.000236204439014458,0.2606796598391846,0.3265099823098306,0.9917420276059019,0.7393203401608154,0.1758124984199668
75,Virgin Cardboard,Starch-based Plastic,0.006597510373443982,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Clothing,0.0007242798353909464,0.018807672369103162,0.005259400285578295,0.001223783343514558,0.2606796598391846,0.1513773060399292,0.9947405997144217,0.7393203401608154,0.1785830816449116
76,Virgin Cardboard,Plant Fiber,0.001970954356846473,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Electronics,0.000625514403292181,0.019502332814930017,0.0029509757258448354,0.0,0.2606796598391846,0.9871114480667172,0.9970490242741552,0.7393203401608154,0.1779894247608331
77,Virgin Cardboard,Molded Pulp,0.0026763485477178423,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.000337448559670782,0.005204769310523586,0.0063541170871013785,0.000629199755650581,0.2606796598391846,0.8428102097548649,0.9936458829128986,0.7393203401608154,0.1749492305426816
78,Virgin Cardboard,Molded Pulp,0.002053941908713693,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0010987654320987654,0.005650596163815448,0.004212279866730128,0.006904907350845042,0.2606796598391846,0.8645438463482437,0.9957877201332699,0.7393203401608154,0.1766046893766724
79,Virgin Cardboard,Recycled Paper,0.0037551867219917,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0009958847736625516,0.009383100051840332,0.003212755830556877,0.005302382406841783,0.2606796598391846,0.2476623704826889,0.9967872441694431,0.7393203401608154,0.17736010412647668
80,Virgin Cardboard,Molded Pulp,0.000228215767634855,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0014238683127572023,0.008615863141524106,0.006330318895763922,0.007497454693545101,0.2606796598391846,0.033864038412939,0.993669681104236,0.7393203401608154,0.17691186513685353
1,Virgin Cardboard,Corrugated Cardboard,0.85,0.0,90.0,India,0.3359999999999999,Plastic,Cosmetics,0.014,0.24,0.019090909090909092,0.9,0.2606796598391846,18.0,0.980909090909091,0.7393203401608154,0.5310229431069907
2,Virgin Cardboard,Molded Pulp,0.92,0.0,60.0,India,0.3359999999999999,Plastic,Cosmetics,0.012,0.16,0.016363636363636365,0.88,0.2606796598391846,15.0,0.9836363636363636,0.7393203401608154,0.521295670379718
3,Virgin Cardboard,Biodegradable Plastic,0.65,1.0,180.0,China,0.3359999999999999,Plastic,Cosmetics,0.016,0.3,0.035454545454545454,0.6,0.2606796598391846,28.0,0.9645454545454546,0.7393203401608154,0.451886579470627
4,Virgin Cardboard,Kraft Paper,0.88,0.0,75.0,India,0.3359999999999999,Plastic,Cosmetics,0.01,0.12,0.01818181818181818,0.85,0.2606796598391846,12.0,0.9818181818181818,0.7393203401608154,0.5006138521978998
5,Virgin Cardboard,Bamboo Fiber,0.9500000000000001,1.0,120.0,Vietnam,0.3359999999999999,Plastic,Cosmetics,0.018000000000000002,0.36,0.014545454545454545,0.92,0.2606796598391846,35.0,0.9854545454545455,0.7393203401608154,0.5754774885615361
6,Virgin Cardboard,Mushroom Packaging,0.98,0.0,30.0,USA,0.3359999999999999,Plastic,Cosmetics,0.012,0.14,0.010909090909090908,0.96,0.2606796598391846,40.0,0.9890909090909091,0.7393203401608154,0.5428411249251724
7,Virgin Cardboard,Recycled Paperboard,0.8200000000000001,0.0,100.0,India,0.3359999999999999,Plastic,Cosmetics,0.014,0.2,0.020909090909090905,0.89,0.2606796598391846,20.0,0.9790909090909091,0.7393203401608154,0.5163411249251725
8,Virgin Cardboard,PLA Plastic,0.7000000000000001,1.0,160.0,Germany,0.3359999999999999,Plastic,Cosmetics,0.016,0.28,0.030909090909090907,0.65,0.2606796598391846,30.0,0.9690909090909091,0.7393203401608154,0.4658411249251725
9,Virgin Cardboard,Cornstarch Packaging,0.9,0.0,110.0,India,0.3359999999999999,Plastic,Cosmetics,0.012,0.18,0.022727272727272728,0.8,0.2606796598391846,22.0,0.9772727272727273,0.7393203401608154,0.5056593067433544
10,Virgin Cardboard,Sugarcane Bagasse,0.93,0.0,85.0,India,0.3359999999999999,Plastic,Cosmetics,0.014,0.22,0.01727272727272727,0.91,0.2606796598391846,26.0,0.9827272727272728,0.7393203401608154,0.5412047612888089
11,Virgin Cardboard,Recycled PET,0.55,1.0,300.0,China,0.3359999999999999,Plastic,Cosmetics,0.018000000000000002,0.4,0.04363636363636363,0.75,0.2606796598391846,45.0,0.9563636363636364,0.7393203401608154,0.48656839765244525
12,Virgin Cardboard,Hemp Fiber,0.9400000000000001,1.0,140.0,Nepal,0.3359999999999999,Plastic,Cosmetics,0.016,0.32,0.015454545454545453,0.9,0.2606796598391846,38.0,0.9845454545454545,0.7393203401608154,0.561386579470627
13,Virgin Cardboard,Jute Packaging,0.91,0.0,130.0,India,0.3359999999999999,Plastic,Cosmetics,0.014,0.28,0.02,0.88,0.2606796598391846,24.0,0.98,0.7393203401608154,0.5439320340160816
14,Virgin Cardboard,Palm Leaf Packaging,0.96,0.0,50.0,India,0.3359999999999999,Plastic,Cosmetics,0.012,0.16,0.013636363636363636,0.93,0.2606796598391846,19.0,0.9863636363636363,0.7393203401608154,0.5375683976524452
15,Virgin Cardboard,Seaweed Packaging,0.99,0.0,20.0,Indonesia,0.3359999999999999,Plastic,Cosmetics,0.01,0.12,0.01,0.97,0.2606796598391846,42.0,0.99,0.7393203401608154,0.5419320340160816
16,Virgin Cardboard,Recycled Carton,0.8,0.0,95.0,India,0.3359999999999999,Plastic,Cosmetics,0.014,0.2,0.023636363636363636,0.87,0.2606796598391846,21.0,0.9763636363636363,0.7393203401608154,0.5090683976524453
17,Virgin Cardboard,Paper Foam,0.86,0.0,100.0,India,0.3359999999999999,Plastic,Cosmetics,0.012,0.18,0.021818181818181816,0.84,0.2606796598391846,23.0,0.9781818181818182,0.7393203401608154,0.5077502158342634
