product_id,sector,strength_score,weight_capacity_score,barrier_score ,biodegradability_score,co2_emission_score,recyclability_percent,cost_score,reuse_potential_score,category_name,fragility_level,requires_cushioning,moisture_sensitive,temperature_sensitive,typical_weight_kg,product_weight_g,product_volume_cm3,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material,flag_weight_outlier,flag_volume_outlier,flag_price_outlier,main_packaging_material,barrier_score,product_name_final,category_final,price_final
PRD0041,,,,,,,,,,,Low,,,,,750.0,856.32,Low,Medium,720.0,Bottle,LDPE Plastic,False,False,False,,,Dettol Handwash 750 ml,Personal Care,161.64
PRD0042,,,,,,,,,,,Medium,,,,,500.0,526.96,Medium,Low,365.0,Bottle,PET Plastic,False,False,False,,,Bisleri Mineral Water 500 ml,Beverages,18.1
PRD0043,,,,,,,,,,,Low,,,,,100.0,185.09,Low,High,365.0,Bag,Kraft Paper (Unbleached),False,False,False,,,Rajdhani Tea 100 g,Grocery,54.61
PRD0044,,,,,,,,,,,Low,,,,,200.0,371.21,Medium,High,365.0,Pouch,LDPE Plastic,False,False,False,,,Kissan Chocolate 200 g,Food,144.22
PRD0045,,,,,,,,,,,Medium,,,,,500.0,1056.41,High,High,180.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Milky Mist Butter 500 g,Dairy,119.31
PRD0046,,,,,,,,,,,Low,,,,,150.0,280.14,Low,Medium,240.0,Pouch,Paperboard (Folding Carton),False,False,False,,,Haldiram Chips 150 g,Food,51.61
PRD0047,,,,,,,,,,,Low,,,,,90.0,164.96,Low,Medium,240.0,Wrapper,Cellulose Film,False,False,False,,,Sunfeast Chips 90 g,Food,26.56
PRD0048,,,,,,,,,,,Low,,,,,2000.0,3914.23,Low,Low,365.0,Pouch,Kraft Paper (Unbleached),False,False,False,,,Aashirvaad Flour 2000 g,Grocery,102.05
PRD0049,,,,,,,,,,,Medium,,,,,11.95,24.71,Medium,Medium,730.0,Box,PVC Plastic,False,False,False,,,Betadine Capsules 10 tablets,Healthcare,160.23
PRD0050,,,,,,,,,,,Low,,,,,340.0,371.64,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Dove Conditioner 340 ml,Personal Care,182.97
PRD0051,,,,,,,,,,,Low,,,,,100.0,170.88,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Dettol Face Wash 100 g,Personal Care,83.73
PRD0052,,,,,,,,,,,Low,,,,,70.0,90.85,Low,Medium,240.0,Box,Cellulose Film,False,False,False,,,Cadbury Noodles 70 g,Food,14.88
PRD0053,,,,,,,,,,,Low,,,,,500.0,848.1,Low,High,365.0,Pouch,PP Plastic,False,False,False,,,24 Mantra Coffee 500 g,Grocery,409.75
PRD0054,,,,,,,,,,,Low,,,,,5.0,9.77,Low,Medium,1095.0,Box,Glass (Soda-Lime),True,False,False,,,Lakmé Lipstick 5 g,Cosmetics,584.32
PRD0055,,,,,,,,,,,Medium,,,,,32.67,70.7,Medium,Medium,730.0,Blister,PVC Plastic,False,False,False,,,Himalaya Tablets 30 tablets,Healthcare,159.36
PRD0056,,,,,,,,,,,Medium,,,,,604.37,580.44,Low,Low,365.0,Box,Corrugated Cardboard,False,False,False,,,Mi Power Bank 20000mAh,Electronics,2299.0
PRD0057,,,,,,,,,,,Low,,,,,70.0,102.74,Low,Medium,240.0,Box,Paperboard (Folding Carton),False,False,False,,,Parle Noodles 70 g,Food,13.34
PRD0058,,,,,,,,,,,Medium,,,,,100.0,158.86,Medium,Medium,540.0,Tube,HDPE Plastic,False,False,False,,,Soframycin Cream 100 g,Healthcare,209.35
PRD0059,,,,,,,,,,,Low,,,,,40.0,54.11,Medium,High,365.0,Pouch,LDPE Plastic,False,False,False,,,Nestlé Chocolate 40 g,Food,30.08
PRD0060,,,,,,,,,,,Medium,,,,,53.43,175.81,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,Apple Smartwatch Wearable,Electronics,1499.0
PRD0061,,,,,,,,,,,Medium,,,,,50.0,90.87,Medium,Medium,540.0,Tube,HDPE Plastic,False,False,False,,,Himalaya Cream 50 g,Healthcare,203.34
PRD0062,,,,,,,,,,,Low,,,,,30.0,43.35,Low,Medium,240.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,ITC Chips 30 g,Food,10.0
PRD0063,,,,,,,,,,,Low,,,,,1000.0,2112.63,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Parle Pasta 1000 g,Food,201.17
PRD0064,,,,,,,,,,,Low,,,,,750.0,846.45,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Dettol Handwash 750 ml v2,Personal Care,158.49
PRD0065,,,,,,,,,,,Low,,,,,1000.0,1040.75,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Odonil Surface Cleaner 1000 ml,Home Care,166.17
PRD0066,,,,,,,,,,,Low,,,,,280.0,366.27,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Kissan Noodles 280 g,Food,62.61
PRD0067,,,,,,,,,,,Low,,,,,1000.0,2129.08,Low,Low,365.0,Bag,Kraft Paper (Unbleached),False,False,False,,,Rajdhani Salt 1000 g,Grocery,31.01
PRD0068,,,,,,,,,,,Low,,,,,500.0,532.73,Low,Low,720.0,Pouch,HDPE Plastic,False,False,False,,,Vim Floor Cleaner 500 ml,Home Care,67.81
PRD0069,,,,,,,,,,,Low,,,,,400.0,425.81,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Lux Body Wash 400 ml v2,Personal Care,208.67
PRD0070,,,,,,,,,,,Low,,,,,1000.0,2259.88,Low,Low,365.0,Pouch,LDPE Plastic,False,False,False,,,India Gate Rice 1000 g,Grocery,60.73
PRD0071,,,,,,,,,,,Low,,,,,750.0,782.33,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Clinic Plus Handwash 750 ml,Personal Care,179.06
PRD0072,,,,,,,,,,,Low,,,,,1000.0,1124.89,Low,Low,720.0,Bag,HDPE Plastic,False,False,False,,,Good Knight Surface Cleaner 1000 ml,Home Care,158.38
PRD0073,,,,,,,,,,,Low,,,,,500.0,786.71,Low,Medium,240.0,Wrapper,Cellulose Film,False,False,False,,,Haldiram Pasta 500 g,Food,101.24
PRD0074,,,,,,,,,,,Low,,,,,1000.0,2269.01,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Surf Excel Detergent 1000 g,Home Care,204.97
PRD0075,,,,,,,,,,,Low,,,,,100.0,206.21,Low,High,365.0,Pouch,PP Plastic,False,False,False,,,Tata Tea 100 g,Grocery,52.2
PRD0076,,,,,,,,,,,Low,,,,,180.0,194.19,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Lux Shampoo 180 ml,Personal Care,91.83
PRD0077,,,,,,,,,,,Low,,,,,280.0,446.82,Low,Medium,240.0,Pouch,Paperboard (Folding Carton),False,False,False,,,Bingo Noodles 280 g,Food,59.8
PRD0078,,,,,,,,,,,Medium,,,,,500.0,824.14,Low,Low,540.0,Bottle,Glass (Soda-Lime),False,False,False,,,24 Mantra Oil 500 g,Grocery,79.24
PRD0079,,,,,,,,,,,Medium,,,,,87.82,240.99,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,Samsung Charger 18W,Electronics,699.0
PRD0080,,,,,,,,,,,Medium,,,,,1000.0,1084.06,Medium,Low,120.0,Bottle,PET Plastic,False,False,False,,,Paper Boat Juice 1000 ml,Beverages,121.28
PRD0081,,,,,,,,,,,Low,,,,,2000.0,4690.66,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Odonil Detergent 2000 g,Home Care,382.04
PRD0082,,,,,,,,,,,Medium,,,,,100.0,108.53,Low,Medium,1095.0,Box,Paperboard (Folding Carton),False,False,False,,,The Body Shop Perfume 100 ml,Cosmetics,822.61
PRD0083,,,,,,,,,,,Low,,,,,180.0,196.24,Low,Medium,720.0,Bottle,LDPE Plastic,False,False,False,,,Pears Conditioner 180 ml,Personal Care,104.23
PRD0084,,,,,,,,,,,Low,,,,,70.0,150.29,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Bingo Noodles 70 g,Food,12.9
PRD0085,,,,,,,,,,,Medium,,,,,1000.0,2131.76,Low,Low,540.0,Bottle,Glass (Soda-Lime),False,False,False,,,Bingo Sauce 1000 g,Food,166.66
PRD0086,,,,,,,,,,,High,,,,,202.09,382.77,Low,Low,365.0,Box,Molded Pulp,False,False,False,,,Realme Smartphone Budget,Electronics,13999.0
PRD0087,,,,,,,,,,,Medium,,,,,135.64,288.27,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,Sony Charger 30W,Electronics,1099.0
PRD0088,,,,,,,,,,,Medium,,,,,500.0,1090.12,High,High,180.0,Box,Paperboard (Folding Carton),False,False,False,,,Britannia Dairy Cheese 500 g,Dairy,168.16
PRD0089,,,,,,,,,,,Medium,,,,,1000.0,1099.44,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Coca-Cola Soda 1000 ml,Beverages,101.9
PRD0090,,,,,,,,,,,Low,,,,,140.0,210.73,Low,Medium,240.0,Box,Paperboard (Folding Carton),False,False,False,,,Cadbury Noodles 140 g,Food,30.77
PRD0091,,,,,,,,,,,Medium,,,,,500.0,933.42,High,High,180.0,Box,Paperboard (Folding Carton),False,False,False,,,Milky Mist Cheese 500 g,Dairy,196.83
PRD0092,,,,,,,,,,,Low,,,,,1000.0,2164.36,Low,Medium,240.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Sunfeast Pasta 1000 g,Food,203.8
PRD0093,,,,,,,,,,,Low,,,,,1000.0,1920.72,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Nestlé Pasta 1000 g v2,Food,192.68
PRD0094,,,,,,,,,,,Low,,,,,500.0,663.64,Low,Medium,240.0,Box,Cellulose Film,False,False,False,,,Lay's Dry Fruits 500 g,Food,452.3
PRD0095,,,,,,,,,,,Medium,,,,,500.0,541.98,Medium,Medium,730.0,Bottle,HDPE Plastic,False,False,False,,,Dolo Antiseptic 500 ml,Healthcare,262.15
PRD0096,,,,,,,,,,,Medium,,,,,6.0,9.7,Low,Medium,1095.0,Bottle,Glass (Soda-Lime),False,True,False,,,L'Oréal Compact 6 g,Cosmetics,598.05
PRD0097,,,,,,,,,,,Low,,,,,30.0,46.18,Low,Medium,240.0,Box,Cellulose Film,False,False,False,,,Parle Chips 30 g,Food,10.04
PRD0098,,,,,,,,,,,Low,,,,,80.0,134.85,Medium,High,365.0,Box,Paperboard (Folding Carton),False,False,False,,,Haldiram Chocolate 80 g,Food,63.82
PRD0099,,,,,,,,,,,Low,,,,,100.0,121.41,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Clinic Plus Toothpaste 100 g,Personal Care,54.14
PRD0100,,,,,,,,,,,Medium,,,,,500.0,520.48,Medium,Low,365.0,Bottle,PET Plastic,False,False,False,,,Real Energy Drink 500 ml,Beverages,136.86
PRD0101,,,,,,,,,,,Medium,,,,,27.16,160.8,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,boAt Earphones Wired,Electronics,699.0
PRD0102,,,,,,,,,,,Low,,,,,45.0,77.6,Low,Low,720.0,Can,Aluminum (Primary),False,False,False,,,Good Knight Insect Repellent 45 g,Home Care,28.81
PRD0103,,,,,,,,,,,Medium,,,,,500.0,638.0,Medium,Low,365.0,Box,Glass (Soda-Lime),False,False,False,,,Paper Boat Coffee 500 g,Beverages,235.98
PRD0104,,,,,,,,,,,Low,,,,,50.0,66.22,Low,High,365.0,Pouch,LDPE Plastic,False,False,False,,,Saffola Spices 50 g v2,Grocery,29.76
PRD0105,,,,,,,,,,,Low,,,,,150.0,184.38,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Vim Air Freshener 150 g v2,Home Care,39.51
PRD0106,,,,,,,,,,,Low,,,,,60.0,72.63,Low,Low,720.0,Bottle,Aluminum (Primary),False,False,False,,,Good Knight Insect Repellent 60 g v2,Home Care,28.94
PRD0107,,,,,,,,,,,Medium,,,,,15.0,20.81,Medium,Medium,540.0,Tube,HDPE Plastic,False,False,False,,,Soframycin Ointment 15 g,Healthcare,179.32
PRD0108,,,,,,,,,,,Medium,,,,,500.0,693.66,Low,Low,540.0,Bottle,Glass (Soda-Lime),False,False,False,,,Tata Honey 500 g,Grocery,240.09
PRD0109,,,,,,,,,,,Medium,,,,,500.0,945.3,Medium,Low,365.0,Box,Glass (Soda-Lime),False,False,False,,,Sprite Coffee 500 g,Beverages,233.52
PRD0110,,,,,,,,,,,Low,,,,,45.0,96.49,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Odonil Insect Repellent 45 g,Home Care,32.41
PRD0111,,,,,,,,,,,Low,,,,,1000.0,2173.12,Low,Medium,240.0,Wrapper,LDPE Plastic,False,False,False,,,Bingo Biscuits 1000 g,Food,119.36
PRD0112,,,,,,,,,,,Low,,,,,280.0,458.69,Low,Medium,240.0,Box,LDPE Plastic,False,False,False,,,Britannia Noodles 280 g,Food,58.01
PRD0113,,,,,,,,,,,Low,,,,,5000.0,11416.13,Low,Low,365.0,Bag,Kraft Paper (Unbleached),False,False,False,,,Rajdhani Rice 5000 g,Grocery,335.02
PRD0114,,,,,,,,,,,Medium,,,,,50.0,75.73,Medium,Low,365.0,Pouch,Glass (Soda-Lime),False,False,False,,,Bisleri Coffee 50 g,Beverages,53.95
PRD0115,,,,,,,,,,,Low,,,,,1000.0,1116.64,Low,Low,720.0,Bottle,LDPE Plastic,False,False,False,,,Odonil Floor Cleaner 1000 ml,Home Care,121.57
PRD0116,,,,,,,,,,,Low,,,,,90.0,145.12,Low,Low,720.0,Can,Aluminum (Primary),False,False,False,,,Ariel Insect Repellent 90 g,Home Care,33.32
PRD0117,,,,,,,,,,,Low,,,,,500.0,790.81,Low,Medium,240.0,Pouch,Paperboard (Folding Carton),False,False,False,,,ITC Dry Fruits 500 g,Food,517.06
PRD0118,,,,,,,,,,,Medium,,,,,25.73,33.22,Medium,Medium,730.0,Box,PVC Plastic,False,False,False,,,Benadryl Tablets 30 tablets,Healthcare,89.13
PRD0119,,,,,,,,,,,Medium,,,,,273.89,369.1,Low,Low,365.0,Box,Corrugated Cardboard,False,False,False,,,Apple Power Bank 10000mAh,Electronics,1599.0
PRD0120,,,,,,,,,,,Low,,,,,500.0,550.22,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Surf Excel Dishwash Liquid 500 ml,Home Care,87.05
PRD0121,,,,,,,,,,,Low,,,,,1000.0,1477.87,Low,Medium,240.0,Box,Paperboard (Folding Carton),False,False,False,,,Parle Namkeen 1000 g,Food,248.0
PRD0122,,,,,,,,,,,Low,,,,,1000.0,1493.5,Low,Medium,240.0,Box,LDPE Plastic,False,False,False,,,Nestlé Pasta 1000 g v3,Food,169.12
PRD0123,,,,,,,,,,,Medium,,,,,24.74,190.51,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,Realme Earphones Wired,Electronics,699.0
PRD0124,,,,,,,,,,,Low,,,,,250.0,344.64,Low,Medium,240.0,Pouch,Paperboard (Folding Carton),False,False,False,,,Nestlé Cereal 250 g,Food,99.81
PRD0125,,,,,,,,,,,Medium,,,,,13.65,26.93,Medium,Medium,730.0,Box,Paperboard (Folding Carton),False,False,False,,,Dolo Capsules 20 tablets v2,Healthcare,158.0
PRD0126,,,,,,,,,,,Low,,,,,90.0,96.44,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Clinic Plus Conditioner 90 ml,Personal Care,56.19
PRD0127,,,,,,,,,,,Low,,,,,500.0,1014.91,Low,Low,365.0,Bag,PP Plastic,False,False,False,,,Patanjali Salt 500 g,Grocery,14.54
PRD0128,,,,,,,,,,,Low,,,,,100.0,188.69,Low,Medium,240.0,Wrapper,Cellulose Film,False,False,False,,,Parle Dry Fruits 100 g,Food,102.16
PRD0129,,,,,,,,,,,Medium,,,,,2000.0,2125.83,Medium,Low,365.0,Can,Aluminum (Primary),False,False,False,,,Maaza Mineral Water 2000 ml,Beverages,91.49
PRD0130,,,,,,,,,,,Low,,,,,750.0,818.16,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Pears Handwash 750 ml,Personal Care,169.53
PRD0131,,,,,,,,,,,Low,,,,,100.0,203.13,Low,High,365.0,Bag,PP Plastic,False,False,False,,,Rajdhani Tea 100 g v2,Grocery,54.64
PRD0132,,,,,,,,,,,Medium,,,,,200.0,396.92,Low,Low,540.0,Jar,PET Plastic,False,False,False,,,Haldiram Jam 200 g,Food,57.3
PRD0133,,,,,,,,,,,Medium,,,,,1000.0,1355.58,Low,Low,540.0,Bottle,PET Plastic,False,False,False,,,Patanjali Honey 1000 g,Grocery,489.87
PRD0134,,,,,,,,,,,Low,,,,,1000.0,1540.9,Low,Low,365.0,Pouch,LDPE Plastic,False,False,False,,,MDH Salt 1000 g,Grocery,27.79
PRD0135,,,,,,,,,,,Low,,,,,50.0,76.9,Low,Medium,240.0,Pouch,LDPE Plastic,False,False,False,,,Cadbury Chips 50 g,Food,15.71
PRD0136,,,,,,,,,,,Low,,,,,280.0,578.62,Low,Medium,240.0,Pouch,LDPE Plastic,False,False,False,,,Parle Noodles 280 g,Food,55.72
PRD0137,,,,,,,,,,,Medium,,,,,127.03,264.23,Medium,Medium,1095.0,Bottle,Paperboard (Folding Carton),False,False,False,,,Betadine Bandage 2 roll,Healthcare,45.03
PRD0138,,,,,,,,,,,Medium,,,,,250.0,263.25,Medium,Low,365.0,Can,Aluminum (Primary),False,False,False,,,Sprite Energy Drink 250 ml,Beverages,65.08
PRD0139,,,,,,,,,,,Medium,,,,,500.0,619.15,Low,Low,540.0,Bottle,PET Plastic,False,False,False,,,Aashirvaad Pickle 500 g,Grocery,124.23
PRD0140,,,,,,,,,,,Medium,,,,,25.92,49.83,Medium,Medium,730.0,Blister,PVC Plastic,False,False,False,,,Benadryl Capsules 30 tablets,Healthcare,168.37
PRD0141,,,,,,,,,,,Medium,,,,,1000.0,1061.76,Medium,Low,120.0,Bottle,PET Plastic,False,False,False,,,Coca-Cola Juice 1000 ml,Beverages,110.44
PRD0142,,,,,,,,,,,Medium,,,,,250.0,261.98,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Tropicana Soft Drink 250 ml,Beverages,23.42
PRD0143,,,,,,,,,,,Medium,,,,,1000.0,1236.62,Low,Low,540.0,Jar,Glass (Soda-Lime),False,False,False,,,Saffola Oil 1000 g,Grocery,169.88
PRD0144,,,,,,,,,,,Medium,,,,,500.0,552.05,High,High,10.0,Bottle,LDPE Plastic,False,False,False,,,Britannia Dairy Lassi 500 ml,Dairy,19.17
PRD0145,,,,,,,,,,,Medium,,,,,200.0,211.49,Medium,Medium,540.0,Bottle,HDPE Plastic,False,False,False,,,Dettol Syrup 200 ml,Healthcare,129.92
PRD0146,,,,,,,,,,,Low,,,,,500.0,516.36,Low,Low,720.0,Bag,HDPE Plastic,False,False,False,,,Ariel Floor Cleaner 500 ml,Home Care,59.15
PRD0147,,,,,,,,,,,Low,,,,,500.0,517.74,Low,Low,720.0,Pouch,LDPE Plastic,False,False,False,,,Colin Dishwash Liquid 500 ml,Home Care,89.28
PRD0148,,,,,,,,,,,Medium,,,,,150.0,215.58,High,High,20.0,Cup,PP Plastic,False,False,False,,,Milky Mist Yogurt 150 g,Dairy,10.0
PRD0149,,,,,,,,,,,Low,,,,,10000.0,24710.93,Low,Low,365.0,Bag,Kraft Paper (Unbleached),True,True,False,,,Everest Rice 10000 g,Grocery,547.59
PRD0150,,,,,,,,,,,Medium,,,,,1000.0,2001.26,Low,Low,540.0,Bottle,PET Plastic,False,False,False,,,MDH Oil 1000 g,Grocery,149.54
PRD0151,,,,,,,,,,,Medium,,,,,500.0,561.84,Medium,Medium,730.0,Bottle,HDPE Plastic,False,False,False,,,Betadine Antiseptic 500 ml,Healthcare,264.55
PRD0152,,,,,,,,,,,Medium,,,,,400.0,662.14,High,High,20.0,Cup,Paperboard (Folding Carton),False,False,False,,,Britannia Dairy Yogurt 400 g,Dairy,13.73
PRD0153,,,,,,,,,,,Low,,,,,100.0,143.42,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Lakmé Gel 100 g,Cosmetics,101.62
PRD0154,,,,,,,,,,,Low,,,,,400.0,454.68,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Dabur Body Wash 400 ml v3,Personal Care,186.71
PRD0155,,,,,,,,,,,Medium,,,,,150.0,327.14,High,High,20.0,Cup,PP Plastic,False,False,False,,,Mother Dairy Yogurt 150 g,Dairy,10.0
PRD0156,,,,,,,,,,,Medium,,,,,1000.0,1918.54,Low,Low,540.0,Bottle,PET Plastic,False,False,False,,,Everest Honey 1000 g,Grocery,437.77
PRD0157,,,,,,,,,,,Medium,,,,,250.0,266.39,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Maaza Iced Tea 250 ml,Beverages,22.28
PRD0158,,,,,,,,,,,Low,,,,,500.0,657.59,Low,High,365.0,Pouch,LDPE Plastic,False,False,False,,,Rajdhani Tea 500 g,Grocery,226.3
PRD0159,,,,,,,,,,,Medium,,,,,150.0,258.89,High,High,20.0,Cup,PP Plastic,False,False,False,,,Amul Yogurt 150 g,Dairy,10.0
PRD0160,,,,,,,,,,,Low,,,,,100.0,205.45,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,L'Oréal Gel 100 g,Cosmetics,90.94
PRD0161,,,,,,,,,,,Medium,,,,,200.0,275.01,High,High,180.0,Wrapper,LDPE Plastic,False,False,False,,,Mother Dairy Butter 200 g,Dairy,53.67
PRD0162,,,,,,,,,,,Medium,,,,,100.0,113.52,Low,Medium,1095.0,Box,Glass (Soda-Lime),False,False,False,,,Plum Perfume 100 ml,Cosmetics,851.88
PRD0163,,,,,,,,,,,Low,,,,,100.0,156.59,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Head & Shoulders Face Wash 100 g,Personal Care,90.01
PRD0164,,,,,,,,,,,Low,,,,,500.0,873.07,Low,Medium,240.0,Wrapper,Cellulose Film,False,False,False,,,Kissan Dry Fruits 500 g,Food,472.87
PRD0165,,,,,,,,,,,Low,,,,,500.0,541.08,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Harpic Toilet Cleaner 500 ml,Home Care,70.37
PRD0166,,,,,,,,,,,Medium,,,,,200.0,208.17,High,High,7.0,Bottle,HDPE Plastic,False,False,False,,,Amul Curd 200 ml,Dairy,10.0
PRD0167,,,,,,,,,,,Low,,,,,100.0,161.92,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Maybelline Cream 100 g v2,Cosmetics,130.98
PRD0168,,,,,,,,,,,Low,,,,,500.0,533.0,Low,Low,720.0,Bag,HDPE Plastic,False,False,False,,,Odonil Surface Cleaner 500 ml,Home Care,88.56
PRD0169,,,,,,,,,,,Low,,,,,100.0,171.8,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Britannia Dry Fruits 100 g,Food,82.13
PRD0170,,,,,,,,,,,Low,,,,,500.0,1006.68,Low,Low,365.0,Bag,LDPE Plastic,False,False,False,,,Aashirvaad Pulses 500 g,Grocery,66.47
PRD0171,,,,,,,,,,,Medium,,,,,50.0,107.51,Medium,Medium,540.0,Tube,HDPE Plastic,False,False,False,,,Betadine Cream 50 g,Healthcare,188.19
PRD0172,,,,,,,,,,,Low,,,,,5.0,9.34,Low,Medium,1095.0,Box,Paperboard (Folding Carton),True,True,False,,,Lakmé Lipstick 5 g v2,Cosmetics,633.88
PRD0173,,,,,,,,,,,Medium,,,,,250.0,257.58,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Sprite Soda 250 ml,Beverages,22.78
PRD0174,,,,,,,,,,,Low,,,,,100.0,107.78,Low,Medium,720.0,Bottle,LDPE Plastic,False,False,False,,,Head & Shoulders Lotion 100 ml,Personal Care,69.06
PRD0175,,,,,,,,,,,Low,,,,,90.0,101.61,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Himalaya Conditioner 90 ml v2,Personal Care,44.9
PRD0176,,,,,,,,,,,Medium,,,,,1000.0,1350.96,Low,Low,540.0,Jar,Glass (Soda-Lime),False,False,False,,,Rajdhani Pickle 1000 g,Grocery,201.76
PRD0177,,,,,,,,,,,Low,,,,,50.0,100.43,Low,Medium,730.0,Bottle,HDPE Plastic,False,False,False,,,Mamaearth Serum 50 ml,Cosmetics,932.05
PRD0178,,,,,,,,,,,Low,,,,,1000.0,1673.5,Low,Low,365.0,Bag,PP Plastic,False,False,False,,,India Gate Sugar 1000 g,Grocery,46.91
PRD0179,,,,,,,,,,,Medium,,,,,500.0,775.97,Low,Low,540.0,Jar,PET Plastic,False,False,False,,,Everest Pickle 500 g,Grocery,101.04
PRD0180,,,,,,,,,,,Low,,,,,2000.0,4843.08,Low,Low,365.0,Pouch,Kraft Paper (Unbleached),False,False,False,,,Saffola Flour 2000 g,Grocery,108.65
PRD0181,,,,,,,,,,,Low,,,,,500.0,525.16,Low,Low,720.0,Bag,LDPE Plastic,False,False,False,,,Odonil Toilet Cleaner 500 ml,Home Care,75.61
PRD0182,,,,,,,,,,,Medium,,,,,23.87,39.56,Medium,Medium,730.0,Blister,Paperboard (Folding Carton),False,False,False,,,Dolo Capsules 30 tablets,Healthcare,180.44
PRD0183,,,,,,,,,,,Low,,,,,500.0,1097.71,Low,Medium,240.0,Wrapper,Cellulose Film,False,False,False,,,Cadbury Pasta 500 g,Food,93.5
PRD0184,,,,,,,,,,,Medium,,,,,1000.0,1117.13,High,High,7.0,Pouch,HDPE Plastic,False,False,False,,,Milky Mist Buttermilk 1000 ml,Dairy,44.37
PRD0185,,,,,,,,,,,Medium,,,,,50.0,53.91,Low,Medium,1095.0,Box,Paperboard (Folding Carton),False,False,False,,,Sugar Cosmetics Perfume 50 ml,Cosmetics,878.66
PRD0186,,,,,,,,,,,Low,,,,,150.0,240.79,Low,Low,720.0,Can,Aluminum (Primary),False,False,False,,,Ariel Air Freshener 150 g,Home Care,37.29
PRD0187,,,,,,,,,,,Low,,,,,100.0,103.61,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Clinic Plus Lotion 100 ml v2,Personal Care,73.86
PRD0188,,,,,,,,,,,Low,,,,,1000.0,1043.67,Low,Low,720.0,Pouch,LDPE Plastic,False,False,False,,,Colin Toilet Cleaner 1000 ml,Home Care,145.73
PRD0189,,,,,,,,,,,Low,,,,,500.0,799.84,Low,Medium,240.0,Wrapper,Cellulose Film,False,False,False,,,Britannia Pasta 500 g,Food,103.08
PRD0190,,,,,,,,,,,Medium,,,,,1000.0,1106.54,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Red Bull Iced Tea 1000 ml,Beverages,97.94
PRD0191,,,,,,,,,,,Low,,,,,150.0,185.22,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Himalaya Toothpaste 150 g v2,Personal Care,75.64
PRD0192,,,,,,,,,,,Low,,,,,1000.0,1092.87,Low,Low,720.0,Bag,HDPE Plastic,False,False,False,,,Odonil Dishwash Liquid 1000 ml,Home Care,177.56
PRD0193,,,,,,,,,,,Low,,,,,1000.0,1777.35,Low,Medium,240.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Nestlé Pasta 1000 g,Food,193.71
PRD0194,,,,,,,,,,,High,,,,,189.77,452.16,Low,Low,365.0,Box,Corrugated Cardboard,False,False,False,,,HP Smartphone Midrange,Electronics,24999.0
PRD0195,,,,,,,,,,,Low,,,,,50.0,83.87,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Maybelline Gel 50 g,Cosmetics,51.03
