material_id,material_name,material_type,biodegradability_score,water_resistance,recycle_time_days,manufacturing_place,moisture_resistance,material_category,product_category,strength_final,weight_capacity_final,co2_emission_final,recyclability_final,cost_per_kg_final,cost_per_unit_final
52,Virgin Cardboard,Molded Pulp,0.6576763485477178,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,0.7160493827160496,0.6874027993779162,0.9790575916230366,0.5998778252901649,189.61702127659575,0.2931513773060398
53,Virgin Cardboard,Molded Pulp,0.0331950207468879,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Electronics,0.1440329218106996,0.2026956972524624,1.0,0.2620647525962125,189.61702127659575,0.3206974981046246
54,Virgin Cardboard,Corrugated Cardboard,0.9688796680497924,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Furniture,0.6213991769547325,0.1472265422498704,0.0157068062827225,0.1217674608022805,189.61702127659575,0.8526661612332576
55,Virgin Cardboard,Molded Pulp,0.9024896265560164,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Furniture,0.5555555555555557,0.983929497148782,0.7303664921465968,0.0637344736306251,189.61702127659575,0.1326762699014405
56,Virgin Cardboard,Plant Fiber,0.2531120331950207,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Clothing,0.2098765432098764,0.5012960082944531,0.5287958115183247,0.9437996334758704,189.61702127659575,0.7113975233762951
57,Virgin Cardboard,Molded Pulp,0.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Food,0.969135802469136,0.2363919129082426,0.6963350785340314,0.4103034005294236,189.61702127659575,0.5534495830174374
58,Virgin Cardboard,Recycled Paper,0.9522821576763484,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Electronics,0.6152263374485598,0.9989631933644376,0.9712041884816752,0.5778863775198534,189.61702127659575,0.2944149608289108
59,Virgin Cardboard,Recycled Paper,0.5041493775933609,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Food,0.7139917695473254,0.966822187662001,0.6780104712041884,0.9220118102219504,189.61702127659575,0.4190042961839777
60,Virgin Cardboard,Recycled Paper,0.5435684647302904,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Electronics,0.9053497942386832,0.5448418869880768,0.8350785340314134,0.0704540826715536,189.61702127659575,0.253727571392469
61,Virgin Cardboard,Recycled Paper,0.6929460580912863,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Clothing,0.6419753086419753,0.8807672369103162,0.8664921465968585,0.8786397882305028,189.61702127659575,0.6128380085923679
62,Virgin Cardboard,Plant Fiber,0.6224066390041494,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Clothing,0.3045267489711935,0.1612234318299636,0.8350785340314134,0.5477499490938708,189.61702127659575,0.0770785948951225
63,Virgin Cardboard,Biodegradable Plastic,0.9626556016597512,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Furniture,0.1090534979423868,0.255054432348367,0.4031413612565445,0.1539401343921808,189.61702127659575,0.0
64,Virgin Cardboard,Starch-based Plastic,0.9626556016597512,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Food,0.4691358024691359,0.6920684292379472,0.1910994764397905,0.4048055385868458,189.61702127659575,0.6295173110942632
65,Virgin Cardboard,Corrugated Cardboard,0.883817427385892,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Furniture,0.2242798353909465,0.8434421980300674,0.3743455497382199,0.7778456526165749,189.61702127659575,0.1910538286580742
66,Virgin Cardboard,Recycled Paper,0.6431535269709543,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Food,0.4279835390946502,0.8538102643856921,0.8926701570680629,0.4752596212583994,189.61702127659575,0.0664644933030073
67,Virgin Cardboard,Molded Pulp,0.8132780082987551,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Furniture,0.9094650205761318,0.3851736651114567,0.112565445026178,0.989207900631236,189.61702127659575,0.3957543593631539
68,Virgin Cardboard,Recycled Paper,0.6867219917012449,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,0.3333333333333333,0.8864696734059099,0.4947643979057591,0.3697821217674608,189.61702127659575,0.0459944402324993
69,Virgin Cardboard,Molded Pulp,0.5788381742738589,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,0.1255144032921811,0.8481078278900985,0.2015706806282722,0.7493382203217267,189.61702127659575,0.8908263836239575
70,Virgin Cardboard,Starch-based Plastic,0.1161825726141077,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,0.3662551440329219,0.9357179885951272,0.5680628272251308,0.3862757075951945,189.61702127659575,0.0224917867071013
71,Virgin Cardboard,Starch-based Plastic,0.8257261410788382,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,0.9320987654320988,0.780196993260757,0.8612565445026178,0.8303807778456523,189.61702127659575,0.5797321202931514
72,Virgin Cardboard,Starch-based Plastic,0.83402489626556,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Electronics,0.2798353909465021,0.6594090202177294,0.8795811518324606,0.5654652820199552,189.61702127659575,0.4379580490270406
73,Virgin Cardboard,Molded Pulp,0.632780082987552,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,0.6666666666666667,0.567651632970451,0.206806282722513,0.0509061290979433,189.61702127659575,0.6739954510993177
74,Virgin Cardboard,Recycled Paper,0.83402489626556,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Clothing,0.0,0.3519958527734577,0.9083769633507852,0.0236204439014458,189.61702127659575,0.3265099823098306
75,Virgin Cardboard,Starch-based Plastic,0.6597510373443982,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Clothing,0.3621399176954732,0.9403836184551582,0.5785340314136125,0.1223783343514558,189.61702127659575,0.1513773060399292
76,Virgin Cardboard,Plant Fiber,0.1970954356846473,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Electronics,0.3127572016460905,0.9751166407465008,0.3246073298429319,0.0,189.61702127659575,0.9871114480667172
77,Virgin Cardboard,Molded Pulp,0.2676348547717842,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,0.168724279835391,0.2602384655261793,0.6989528795811517,0.0629199755650581,189.61702127659575,0.8428102097548649
78,Virgin Cardboard,Molded Pulp,0.2053941908713693,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,0.5493827160493827,0.2825298081907724,0.4633507853403141,0.6904907350845042,189.61702127659575,0.8645438463482437
79,Virgin Cardboard,Recycled Paper,0.37551867219917,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,0.4979423868312758,0.4691550025920166,0.3534031413612565,0.5302382406841782,189.61702127659575,0.2476623704826889
80,Virgin Cardboard,Molded Pulp,0.0228215767634855,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Furniture,0.7119341563786011,0.4307931570762053,0.6963350785340314,0.7497454693545101,189.61702127659575,0.033864038412939
1,Virgin Cardboard,Corrugated Cardboard,85.0,0.0,90.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,12.0,2.1,90.0,189.61702127659575,18.0
2,Virgin Cardboard,Molded Pulp,92.0,0.0,60.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,8.0,1.8,88.0,189.61702127659575,15.0
3,Virgin Cardboard,Biodegradable Plastic,65.0,1.0,180.0,China,0.33599999999999997,Plastic,Cosmetics,8.0,15.0,3.9,60.0,189.61702127659575,28.0
4,Virgin Cardboard,Kraft Paper,88.0,0.0,75.0,India,0.33599999999999997,Plastic,Cosmetics,5.0,6.0,2.0,85.0,189.61702127659575,12.0
5,Virgin Cardboard,Bamboo Fiber,95.0,1.0,120.0,Vietnam,0.33599999999999997,Plastic,Cosmetics,9.0,18.0,1.6,92.0,189.61702127659575,35.0
6,Virgin Cardboard,Mushroom Packaging,98.0,0.0,30.0,USA,0.33599999999999997,Plastic,Cosmetics,6.0,7.0,1.2,96.0,189.61702127659575,40.0
7,Virgin Cardboard,Recycled Paperboard,82.0,0.0,100.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,10.0,2.3,89.0,189.61702127659575,20.0
8,Virgin Cardboard,PLA Plastic,70.0,1.0,160.0,Germany,0.33599999999999997,Plastic,Cosmetics,8.0,14.0,3.4,65.0,189.61702127659575,30.0
9,Virgin Cardboard,Cornstarch Packaging,90.0,0.0,110.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,9.0,2.5,80.0,189.61702127659575,22.0
10,Virgin Cardboard,Sugarcane Bagasse,93.0,0.0,85.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,11.0,1.9,91.0,189.61702127659575,26.0
11,Virgin Cardboard,Recycled PET,55.0,1.0,300.0,China,0.33599999999999997,Plastic,Cosmetics,9.0,20.0,4.8,75.0,189.61702127659575,45.0
12,Virgin Cardboard,Hemp Fiber,94.0,1.0,140.0,Nepal,0.33599999999999997,Plastic,Cosmetics,8.0,16.0,1.7,90.0,189.61702127659575,38.0
13,Virgin Cardboard,Jute Packaging,91.0,0.0,130.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,14.0,2.2,88.0,189.61702127659575,24.0
14,Virgin Cardboard,Palm Leaf Packaging,96.0,0.0,50.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,8.0,1.5,93.0,189.61702127659575,19.0
15,Virgin Cardboard,Seaweed Packaging,99.0,0.0,20.0,Indonesia,0.33599999999999997,Plastic,Cosmetics,5.0,6.0,1.1,97.0,189.61702127659575,42.0
16,Virgin Cardboard,Recycled Carton,80.0,0.0,95.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,10.0,2.6,87.0,189.61702127659575,21.0
17,Virgin Cardboard,Paper Foam,86.0,0.0,100.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,9.0,2.4,84.0,189.61702127659575,23.0
18,Virgin Cardboard,Bio-Composite,72.0,1.0,210.0,Japan,0.33599999999999997,Plastic,Cosmetics,9.0,22.0,3.8,70.0,189.61702127659575,55.0
19,Virgin Cardboard,Wood Wool,89.0,0.0,120.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,8.0,2.1,85.0,189.61702127659575,27.0
20,Virgin Cardboard,Coconut Husk,94.0,0.0,90.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,12.0,1.8,92.0,189.61702127659575,29.0
21,Virgin Cardboard,Recycled Molded Fiber,87.0,0.0,80.0,India,0.33599999999999997,Plastic,Cosmetics,8.0,13.0,2.0,90.0,189.61702127659575,31.0
22,Virgin Cardboard,Wheat Straw Packaging,95.0,0.0,60.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,7.0,1.4,94.0,189.61702127659575,18.0
23,Virgin Cardboard,Banana Fiber,93.0,0.0,100.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,11.0,1.9,91.0,189.61702127659575,26.0
24,Virgin Cardboard,Rice Husk Packaging,92.0,0.0,90.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,9.0,2.0,89.0,189.61702127659575,24.0
25,Virgin Cardboard,Areca Leaf Packaging,97.0,0.0,40.0,India,0.33599999999999997,Plastic,Cosmetics,5.0,6.0,1.3,95.0,189.61702127659575,17.0
26,Virgin Cardboard,Paper Honeycomb,84.0,0.0,110.0,India,0.33599999999999997,Plastic,Cosmetics,8.0,17.0,2.7,88.0,189.61702127659575,34.0
27,Virgin Cardboard,Bagasse Foam,94.0,0.0,70.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,13.0,1.8,92.0,189.61702127659575,32.0
28,Virgin Cardboard,Bio-Foam Sheet,78.0,1.0,150.0,Germany,0.33599999999999997,Plastic,Cosmetics,6.0,10.0,3.0,82.0,189.61702127659575,28.0
29,Virgin Cardboard,Recycled Kraft Board,83.0,0.0,120.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,14.0,2.4,89.0,189.61702127659575,27.0
30,Virgin Cardboard,Natural Fiber Blend,90.0,1.0,140.0,India,0.33599999999999997,Plastic,Cosmetics,8.0,16.0,2.2,88.0,189.61702127659575,36.0
31,Virgin Cardboard,Agro Waste Composite,88.0,1.0,190.0,India,0.33599999999999997,Plastic,Cosmetics,9.0,21.0,2.9,86.0,189.61702127659575,48.0
32,Virgin Cardboard,Cellulose Fiber Mold,96.0,0.0,55.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,8.0,1.6,93.0,189.61702127659575,22.0
33,Virgin Cardboard,Recycled Paper Foam,85.0,0.0,95.0,India,0.33599999999999997,Plastic,Cosmetics,7.0,11.0,2.5,90.0,189.61702127659575,25.0
34,Virgin Cardboard,Starch-Based Film,91.0,1.0,170.0,Thailand,0.33599999999999997,Plastic,Cosmetics,5.0,6.0,2.8,84.0,189.61702127659575,20.0
35,Virgin Cardboard,Natural Leaf Composite,97.0,0.0,65.0,India,0.33599999999999997,Plastic,Cosmetics,6.0,9.0,1.7,95.0,189.61702127659575,28.0
1,Recycled Cardboard / Paperboard,Fiber-based (cellulosic),85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,70.0,75.0,189.61702127659575,13.387298458428102
2,Molded Pulp (Recycled Paper Fiber),Fiber-based (cellulosic),85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,70.0,70.0,189.61702127659575,13.387298458428102
3,"Kraft Paper Wraps, Paper Padding",Fiber-based,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,70.0,70.0,189.61702127659575,13.387298458428102
4,Starch-Based Foams/Peanuts,Bio-based polymer (starch),95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,85.0,30.0,189.61702127659575,13.387298458428102
5,Mycelium-Based Molded Packaging,Bio-based composite,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,90.0,20.0,189.61702127659575,13.387298458428102
6,"Bagasse, Wheat-Straw, Other Agri Fibers",Fiber-based from agro-residues,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,60.0,189.61702127659575,13.387298458428102
7,"Pla Bioplastic (Films, Rigid)",Bio-based polyester,70.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,4.0,60.0,30.0,189.61702127659575,13.387298458428102
8,"Other Compostable Bioplastics (Pha, Pbs)",Bio-based polyesters,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,75.0,25.0,189.61702127659575,13.387298458428102
9,Cellulose / Seaweed Bio-Films,Bio-based polymer films,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,90.0,25.0,189.61702127659575,13.387298458428102
10,"Pcr Pet (Bottles, Trays)",Recycled fossil plastic,0.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,55.0,60.0,189.61702127659575,13.387298458428102
11,Pcr Hdpe/Ldpe,Recycled fossil plastic,0.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,55.0,55.0,189.61702127659575,13.387298458428102
12,"Glass (Bottles, Jars, Vials)",Inorganic (silicate),0.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,3.0,50.0,80.0,189.61702127659575,13.387298458428102
13,Aluminium Cans / Tins,Metal (aluminium),0.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,5.0,5.0,55.0,85.0,189.61702127659575,13.387298458428102
14,"Bamboo (Components, Shells)",Lignocellulosic (wood-like),90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,90.0,50.0,189.61702127659575,13.387298458428102
15,"Cork, Wood, Wood-Composites",Lignocellulosic,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,85.0,60.0,189.61702127659575,13.387298458428102
16,Cotton/Jute Textile Bags,Natural fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,60.0,40.0,189.61702127659575,13.387298458428102
17,Hemp Fiber Molded Packaging,Natural fiber,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,88.0,55.0,189.61702127659575,13.387298458428102
18,Sugarcane Bagasse Sheets,Agro-waste fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,82.0,65.0,189.61702127659575,13.387298458428102
19,Rice Husk Composites,Agro-waste composite,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,50.0,189.61702127659575,13.387298458428102
20,Chitin/Chitosan Films (Mushroom/Shell),Bio-based polysaccharide,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,30.0,189.61702127659575,13.387298458428102
21,Recycled Steel Tins,Metal (steel),0.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,5.0,5.0,60.0,90.0,189.61702127659575,13.387298458428102
22,Pcr Pp (Polypropylene) Trays,Recycled fossil plastic,0.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,58.0,50.0,189.61702127659575,13.387298458428102
23,Beeswax-Coated Paper,Bio-based coated fiber,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,80.0,45.0,189.61702127659575,13.387298458428102
24,Seaweed-Based Rigid Trays,Bio-based polysaccharide,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,92.0,25.0,189.61702127659575,13.387298458428102
25,Newspaper Honeycomb Inserts,Recycled fiber composite,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,4.0,75.0,70.0,189.61702127659575,13.387298458428102
26,Algae-Based Plastics,Bio-based (algae),95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,95.0,20.0,189.61702127659575,13.387298458428102
27,Cellophane Films,Regenerated cellulose,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,85.0,40.0,189.61702127659575,13.387298458428102
28,Cornstarch-Based Bioplastic Trays,Bio-based starch,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,70.0,25.0,189.61702127659575,13.387298458428102
29,Coconut Coir Padding,Natural fiber (coir),92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,88.0,50.0,189.61702127659575,13.387298458428102
30,Palm Leaf Trays,Lignocellulosic (palm),95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,2.0,90.0,30.0,189.61702127659575,13.387298458428102
31,Banana Fiber Composites,Agro-waste fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,45.0,189.61702127659575,13.387298458428102
32,Cassava Starch Foams,Bio-based starch,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,82.0,20.0,189.61702127659575,13.387298458428102
33,Beet Pulp Molded Pulp,Agro-waste fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,80.0,55.0,189.61702127659575,13.387298458428102
34,Carrot Pulp Trays,Agro-waste composite,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,85.0,40.0,189.61702127659575,13.387298458428102
35,Tapioca-Based Films,Bio-based starch,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,78.0,25.0,189.61702127659575,13.387298458428102
36,Corn Cob Fillers,Agro-waste particle,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,88.0,60.0,189.61702127659575,13.387298458428102
37,Peanut Shell Composites,Agro-waste composite,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,50.0,189.61702127659575,13.387298458428102
38,Sorghum Stalk Padding,Lignocellulosic,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,87.0,55.0,189.61702127659575,13.387298458428102
39,Flax Fiber Bags,Natural fiber,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,90.0,60.0,189.61702127659575,13.387298458428102
40,Sisal Fiber Wraps,Natural fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,50.0,189.61702127659575,13.387298458428102
41,Abaca (Manila Hemp) Sheets,Natural fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,82.0,55.0,189.61702127659575,13.387298458428102
42,Kapok Fiber Cushions,Natural fiber,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,92.0,30.0,189.61702127659575,13.387298458428102
43,Pineapple Leaf Fibers (Pi̱a),Agro-waste fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,88.0,45.0,189.61702127659575,13.387298458428102
44,Coffee Husk Composites,Agro-waste composite,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,50.0,189.61702127659575,13.387298458428102
45,Olive Stone Fillers,Agro-waste particle,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,4.0,82.0,55.0,189.61702127659575,13.387298458428102
46,Date Palm Composites,Lignocellulosic,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,87.0,60.0,189.61702127659575,13.387298458428102
47,Avocado Seed Bioplastics,Bio-based composite,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,90.0,25.0,189.61702127659575,13.387298458428102
48,Mushroom Root (Mycelium Variants),Bio-based composite,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,92.0,20.0,189.61702127659575,13.387298458428102
49,Agar-Agar Films (Seaweed Binder),Bio-based polysaccharide,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,93.0,25.0,189.61702127659575,13.387298458428102
50,Wheat Bran Sheets,Agro-waste fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,80.0,65.0,189.61702127659575,13.387298458428102
51,Barley Straw Pulp,Fiber-based (cellulosic),88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,78.0,70.0,189.61702127659575,13.387298458428102
52,Maize Cob Composites,Agro-waste composite,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,55.0,189.61702127659575,13.387298458428102
53,Potato Starch Foams,Bio-based starch,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,80.0,25.0,189.61702127659575,13.387298458428102
54,Sugarcane Pulp Trays,Agro-waste fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,82.0,65.0,189.61702127659575,13.387298458428102
55,Apple Pomace Films,Agro-waste composite,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,40.0,189.61702127659575,13.387298458428102
56,Bamboo Leaf Sheets,Lignocellulosic,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,90.0,50.0,189.61702127659575,13.387298458428102
57,Reed Fiber Padding,Natural fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,60.0,189.61702127659575,13.387298458428102
58,Esparto Grass Composites,Lignocellulosic,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,82.0,55.0,189.61702127659575,13.387298458428102
59,Typha (Cattail) Fiber,Natural fiber,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,45.0,189.61702127659575,13.387298458428102
60,Kenaf Fiber Molded,Natural fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,87.0,60.0,189.61702127659575,13.387298458428102
61,Ramie Fiber Bags,Natural fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,4.0,4.0,85.0,55.0,189.61702127659575,13.387298458428102
62,Coir Pith Blocks,Natural fiber (coir),95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,4.0,90.0,50.0,189.61702127659575,13.387298458428102
63,Areca Palm Leaf Plates,Lignocellulosic,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,2.0,92.0,30.0,189.61702127659575,13.387298458428102
64,Sal Leaf Plates,Lignocellulosic,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,2.0,90.0,35.0,189.61702127659575,13.387298458428102
65,Sago Palm Starch Films,Bio-based starch,95.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,80.0,25.0,189.61702127659575,13.387298458428102
66,Jackfruit Seed Bioplastics,Bio-based composite,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,88.0,30.0,189.61702127659575,13.387298458428102
67,Durian Rind Composites,Agro-waste composite,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,45.0,189.61702127659575,13.387298458428102
68,Mango Seed Coatings,Bio-based polymer,92.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,87.0,40.0,189.61702127659575,13.387298458428102
69,Papaya Leaf Fibers,Agro-waste fiber,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,2.0,85.0,50.0,189.61702127659575,13.387298458428102
70,Guava Pomace Fillers,Agro-waste particle,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,2.0,3.0,82.0,55.0,189.61702127659575,13.387298458428102
71,Lentil Hull Composites,Agro-waste composite,85.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,80.0,60.0,189.61702127659575,13.387298458428102
72,Chickpea Straw Pulp,Fiber-based,90.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,85.0,65.0,189.61702127659575,13.387298458428102
73,Soybean Hull Sheets,Agro-waste fiber,88.0,0.2857142857142857,108.57142857142857,India,0.33599999999999997,Plastic,Cosmetics,3.0,3.0,82.0,55.0,189.61702127659575,13.387298458428102
