material_id,material_name,material_type,biodegradability_score,water_resistance,recycle_time_days,manufacturing_place,moisture_resistance,material_category,product_category,strength_final,weight_capacity_final,co2_emission_final,recyclability_final,cost_per_kg_final,cost_per_unit_final,co2_impact_index,cost_efficiency_index,material_suitability_score,sustainability_score,cost_category
MAT018,Virgin Cardboard,Cellulose Film,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.16,0.03,0.0127272727272727,0.6,0.401244167962675,13.387298458428102,0.9872727272727272,0.598755832037325,0.3261028559310052,0.4490075743825511,Medium
61,Ramie fiber bags,Natural fiber,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.7727272727272727,0.55,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.3566593067433543,0.5280531625501541,Low
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
MAT016,Virgin Cardboard,PLA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.12,0.0248,0.0145454545454545,0.7000000000000001,0.463452566096423,13.387298458428102,0.9854545454545456,0.536547433903577,0.3286601979358122,0.4580852198607097,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
MAT014,Virgin Cardboard,Aluminum (Primary),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Metal,Cosmetics,0.19,0.054,0.1063636363636363,0.95,0.3623639191290824,13.387298458428102,0.8936363636363637,0.6376360808709176,0.4014272444507281,0.5785386086352673,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,PLA Bioplastic,Plastic-based,0.0045,0.2857142857142857,108.57142857142856,India,0.6,Plastic,Cosmetics,0.0013,0.4,0.0109090909090909,0.45,0.5489891135303266,13.387298458428102,0.9890909090909092,0.4510108864696733,0.3150101795560582,0.4070580061494068,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
559,Mycelium Packaging,Bio-composite,0.981299722,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.005756040712,0.05666002658,0.0041044284872727,0.0,0.2606796598391846,13.387298458428102,0.9958955715127272,0.7393203401608154,0.3334875649613543,0.5695452714208341,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,PBAT Compostable,Plastic-based,0.0069999999999999,0.2857142857142857,108.57142857142856,India,0.5,Plastic,Cosmetics,0.00104,0.3,0.019090909090909,0.25,0.6345256609642302,13.387298458428102,0.980909090909091,0.3654743390357697,0.2459483429944861,0.2834993904260005,Medium
1,Cornstarch Peanuts,Foam-based,0.0099,0.2857142857142857,108.57142857142856,India,0.05,Plastic,Cosmetics,0.0006,0.1,0.0136363636363636,0.15,0.4556765163297045,13.387298458428102,0.9863636363636364,0.5443234836702955,0.2047037120033931,0.2243351115632087,Medium
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
MAT016,Virgin Cardboard,PLA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.12,0.0248,0.0145454545454545,0.7000000000000001,0.463452566096423,13.387298458428102,0.9854545454545456,0.536547433903577,0.3286601979358122,0.4580852198607097,Medium
1,Cellophane,Plastic-based,0.0085,0.2857142857142857,108.57142857142856,India,0.4,Plastic,Cosmetics,0.0009,0.2,0.0127272727272727,0.4,0.47900466562986,13.387298458428102,0.9872727272727272,0.5209953343701399,0.2723268061642867,0.3445338488076938,Medium
1,Cornstarch Peanuts,Foam-based,0.0099,0.2857142857142857,108.57142857142856,India,0.05,Plastic,Cosmetics,0.0006,0.1,0.0136363636363636,0.15,0.4556765163297045,13.387298458428102,0.9863636363636364,0.5443234836702955,0.2047037120033931,0.2243351115632087,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,Cornstarch Peanuts,Foam-based,0.0099,0.2857142857142857,108.57142857142856,India,0.05,Plastic,Cosmetics,0.0006,0.1,0.0136363636363636,0.15,0.4556765163297045,13.387298458428102,0.9863636363636364,0.5443234836702955,0.2047037120033931,0.2243351115632087,Medium
MAT014,Virgin Cardboard,Aluminum (Primary),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Metal,Cosmetics,0.19,0.054,0.1063636363636363,0.95,0.3623639191290824,13.387298458428102,0.8936363636363637,0.6376360808709176,0.4014272444507281,0.5785386086352673,Medium
MAT016,Virgin Cardboard,PLA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.12,0.0248,0.0145454545454545,0.7000000000000001,0.463452566096423,13.387298458428102,0.9854545454545456,0.536547433903577,0.3286601979358122,0.4580852198607097,Medium
21,Virgin Cardboard,Recycled Molded Fiber,0.87,0.0,80.0,India,0.3359999999999999,Plastic,Cosmetics,0.016,0.26,0.0181818181818181,0.9,0.2606796598391846,31.0,0.9818181818181818,0.7393203401608154,0.5386138521978998,0.930962715676038,Low
365,Advanced Agro-waste composite Variant 189,Agro-waste composite,0.0969999999999999,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0032,0.04,0.5363636363636364,0.45,0.2606796598391846,13.387298458428102,0.4636363636363636,0.7393203401608154,0.2336456703797179,0.2435999958095729,Low
MAT019,Virgin Cardboard,Starch-based Film Blend,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.03,0.026,0.0109090909090909,0.5,0.3390357698289269,13.387298458428102,0.9890909090909092,0.6609642301710731,0.2792055139261982,0.3719786635700487,Medium
386,High-Grade Lignocellulosic (palm) Variant 118,Lignocellulosic (palm),0.937,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0058,0.02,0.8472727272727273,0.3,0.2606796598391846,13.387298458428102,0.1527272727272727,0.7393203401608154,0.2952047612888088,0.4143110065056378,Low
1,PBAT Compostable,Plastic-based,0.0069999999999999,0.2857142857142857,108.57142857142856,India,0.5,Plastic,Cosmetics,0.00104,0.3,0.019090909090909,0.25,0.6345256609642302,13.387298458428102,0.980909090909091,0.3654743390357697,0.2459483429944861,0.2834993904260005,Medium
MAT018,Virgin Cardboard,Cellulose Film,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.16,0.03,0.0127272727272727,0.6,0.401244167962675,13.387298458428102,0.9872727272727272,0.598755832037325,0.3261028559310052,0.4490075743825511,Medium
3,"Kraft Paper Wraps, Paper Padding",Fiber-based,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.6363636363636364,0.7000000000000001,0.2606796598391846,13.387298458428102,0.3636363636363636,0.7393203401608154,0.3942956703797179,0.6195790716109049,Low
1,Virgin Cardboard,Corrugated Cardboard,0.85,0.0,90.0,India,0.3359999999999999,Plastic,Cosmetics,0.014,0.24,0.019090909090909,0.9,0.2606796598391846,18.0,0.980909090909091,0.7393203401608154,0.5310229431069907,0.9164882825185864,Low
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,Cellophane,Plastic-based,0.0085,0.2857142857142857,108.57142857142856,India,0.4,Plastic,Cosmetics,0.0009,0.2,0.0127272727272727,0.4,0.47900466562986,13.387298458428102,0.9872727272727272,0.5209953343701399,0.2723268061642867,0.3445338488076938,Medium
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
MAT018,Virgin Cardboard,Cellulose Film,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.16,0.03,0.0127272727272727,0.6,0.401244167962675,13.387298458428102,0.9872727272727272,0.598755832037325,0.3261028559310052,0.4490075743825511,Medium
MAT014,Virgin Cardboard,Aluminum (Primary),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Metal,Cosmetics,0.19,0.054,0.1063636363636363,0.95,0.3623639191290824,13.387298458428102,0.8936363636363637,0.6376360808709176,0.4014272444507281,0.5785386086352673,Medium
MAT019,Virgin Cardboard,Starch-based Film Blend,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.03,0.026,0.0109090909090909,0.5,0.3390357698289269,13.387298458428102,0.9890909090909092,0.6609642301710731,0.2792055139261982,0.3719786635700487,Medium
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,PBAT Compostable,Plastic-based,0.0069999999999999,0.2857142857142857,108.57142857142856,India,0.5,Plastic,Cosmetics,0.00104,0.3,0.019090909090909,0.25,0.6345256609642302,13.387298458428102,0.980909090909091,0.3654743390357697,0.2459483429944861,0.2834993904260005,Medium
252,Advanced Fiber-based Variant 76,Fiber-based (cellulosic),0.524,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0066,0.04,0.3536363636363636,0.65,0.2606796598391846,13.387298458428102,0.6463636363636365,0.7393203401608154,0.3568183976524452,0.5383930410976124,Low
238,Advanced Natural fiber Variant 62,Natural fiber (protein),0.81,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0034,0.04,0.3527272727272726,0.81,0.2606796598391846,13.387298458428102,0.6472727272727273,0.7393203401608154,0.4310093067433543,0.7087443734787877,Low
MAT014,Virgin Cardboard,Aluminum (Primary),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Metal,Cosmetics,0.19,0.054,0.1063636363636363,0.95,0.3623639191290824,13.387298458428102,0.8936363636363637,0.6376360808709176,0.4014272444507281,0.5785386086352673,Medium
1,PLA Bioplastic,Plastic-based,0.0045,0.2857142857142857,108.57142857142856,India,0.6,Plastic,Cosmetics,0.0013,0.4,0.0109090909090909,0.45,0.5489891135303266,13.387298458428102,0.9890909090909092,0.4510108864696733,0.3150101795560582,0.4070580061494068,Medium
22,Virgin Cardboard,Wheat Straw Packaging,0.95,0.0,60.0,India,0.3359999999999999,Plastic,Cosmetics,0.012,0.14,0.0127272727272727,0.94,0.2606796598391846,18.0,0.9872727272727272,0.7393203401608154,0.5341593067433543,0.9425213100671516,Low
545,Glass,Inorganic,0.04628291849,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.007704612572,0.05621596908,0.0131451017090909,0.2812163155,0.2606796598391846,13.387298458428102,0.9868548982909092,0.7393203401608154,0.2489725716776724,0.3164218282131669,Low
MAT017,Virgin Cardboard,PHA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.08,0.025,0.0163636363636363,0.65,0.6189735614307932,13.387298458428102,0.9836363636363636,0.3810264385692068,0.292966280220557,0.3931784577568697,Medium
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
1,Cotton Cushioning,Fiber/Fabric,0.0085,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.00096,0.24,0.0163636363636363,0.7000000000000001,0.3779160186625194,13.387298458428102,0.9836363636363636,0.6220839813374806,0.3500870344973844,0.489684915736508,Medium
1,Cellophane,Plastic-based,0.0085,0.2857142857142857,108.57142857142856,India,0.4,Plastic,Cosmetics,0.0009,0.2,0.0127272727272727,0.4,0.47900466562986,13.387298458428102,0.9872727272727272,0.5209953343701399,0.2723268061642867,0.3445338488076938,Medium
MAT014,Virgin Cardboard,Aluminum (Primary),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Metal,Cosmetics,0.19,0.054,0.1063636363636363,0.95,0.3623639191290824,13.387298458428102,0.8936363636363637,0.6376360808709176,0.4014272444507281,0.5785386086352673,Medium
MAT014,Virgin Cardboard,Aluminum (Primary),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Metal,Cosmetics,0.19,0.054,0.1063636363636363,0.95,0.3623639191290824,13.387298458428102,0.8936363636363637,0.6376360808709176,0.4014272444507281,0.5785386086352673,Medium
1,Hemp Packaging,Fiber/Fabric,0.0092,0.2857142857142857,108.57142857142856,India,0.18,Plastic,Cosmetics,0.00164,0.6,0.004090909090909,0.6,0.6111975116640747,13.387298458428102,0.9959090909090909,0.3888024883359253,0.3802611579245015,0.5142471658732711,Medium
MAT019,Virgin Cardboard,Starch-based Film Blend,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.03,0.026,0.0109090909090909,0.5,0.3390357698289269,13.387298458428102,0.9890909090909092,0.6609642301710731,0.2792055139261982,0.3719786635700487,Medium
1,PLA Bioplastic,Plastic-based,0.0045,0.2857142857142857,108.57142857142856,India,0.6,Plastic,Cosmetics,0.0013,0.4,0.0109090909090909,0.45,0.5489891135303266,13.387298458428102,0.9890909090909092,0.4510108864696733,0.3150101795560582,0.4070580061494068,Medium
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
MAT016,Virgin Cardboard,PLA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.12,0.0248,0.0145454545454545,0.7000000000000001,0.463452566096423,13.387298458428102,0.9854545454545456,0.536547433903577,0.3286601979358122,0.4580852198607097,Medium
1,PBAT Compostable,Plastic-based,0.0069999999999999,0.2857142857142857,108.57142857142856,India,0.5,Plastic,Cosmetics,0.00104,0.3,0.019090909090909,0.25,0.6345256609642302,13.387298458428102,0.980909090909091,0.3654743390357697,0.2459483429944861,0.2834993904260005,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
169,Fungal Keratinase Composites,Bio-based composite,0.95,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.8363636363636363,0.2,0.2606796598391846,13.387298458428102,0.1636363636363637,0.7393203401608154,0.2862956703797179,0.3956356703111741,Low
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
310,Advanced Natural fiber Variant 134,Natural fiber (protein),0.6920000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0026,0.08,0.84,0.3,0.2606796598391846,13.387298458428102,0.16,0.7393203401608154,0.2703820340160816,0.3383525336369065,Low
240,Advanced Lignocellulosic Variant 64,Lignocellulosic,0.68,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0074,0.08,0.7418181818181817,0.8300000000000001,0.2606796598391846,13.387298458428102,0.2581818181818183,0.7393203401608154,0.3856002158342634,0.5674571441541798,Low
131,Jackfruit Seed Bioplastics,Bio-based composite,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.3,0.2606796598391846,13.387298458428102,0.2,0.7393203401608154,0.2979320340160816,0.4187877793181477,Low
1,Cornstarch Peanuts,Foam-based,0.0099,0.2857142857142857,108.57142857142856,India,0.05,Plastic,Cosmetics,0.0006,0.1,0.0136363636363636,0.15,0.4556765163297045,13.387298458428102,0.9863636363636364,0.5443234836702955,0.2047037120033931,0.2243351115632087,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
MAT017,Virgin Cardboard,PHA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.08,0.025,0.0163636363636363,0.65,0.6189735614307932,13.387298458428102,0.9836363636363636,0.3810264385692068,0.292966280220557,0.3931784577568697,Medium
MAT014,Virgin Cardboard,Aluminum (Primary),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Metal,Cosmetics,0.19,0.054,0.1063636363636363,0.95,0.3623639191290824,13.387298458428102,0.8936363636363637,0.6376360808709176,0.4014272444507281,0.5785386086352673,Medium
507,High-Grade Bio-based polymer (starch) Variant 239,Bio-based polymer (starch),0.959,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0038,0.06,0.8163636363636363,0.35,0.2606796598391846,13.387298458428102,0.1836363636363637,0.7393203401608154,0.3190956703797179,0.4616279110372354,Low
MAT017,Virgin Cardboard,PHA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.08,0.025,0.0163636363636363,0.65,0.6189735614307932,13.387298458428102,0.9836363636363636,0.3810264385692068,0.292966280220557,0.3931784577568697,Medium
1,Cellophane,Plastic-based,0.0085,0.2857142857142857,108.57142857142856,India,0.4,Plastic,Cosmetics,0.0009,0.2,0.0127272727272727,0.4,0.47900466562986,13.387298458428102,0.9872727272727272,0.5209953343701399,0.2723268061642867,0.3445338488076938,Medium
1,Cornstarch Peanuts,Foam-based,0.0099,0.2857142857142857,108.57142857142856,India,0.05,Plastic,Cosmetics,0.0006,0.1,0.0136363636363636,0.15,0.4556765163297045,13.387298458428102,0.9863636363636364,0.5443234836702955,0.2047037120033931,0.2243351115632087,Medium
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
297,Advanced Lignocellulosic Variant 121,Lignocellulosic (palm),0.033,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0078,0.02,0.9627272727272728,0.21,0.2606796598391846,13.387298458428102,0.0372727272727272,0.7393203401608154,0.1305593067433542,0.0,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
MAT003,Virgin Cardboard,LLDPE Plastic,0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.04,0.0184,0.0181818181818181,0.7000000000000001,0.1399688958009331,13.387298458428102,0.9818181818181818,0.8600311041990669,0.3378649286017249,0.4827514763296882,Low
87,Onion Peel Composites,Agro-waste composite,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7454545454545454,0.55,0.2606796598391846,13.387298458428102,0.2545454545454546,0.7393203401608154,0.350386579470627,0.5178564569241567,Low
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
MAT019,Virgin Cardboard,Starch-based Film Blend,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.03,0.026,0.0109090909090909,0.5,0.3390357698289269,13.387298458428102,0.9890909090909092,0.6609642301710731,0.2792055139261982,0.3719786635700487,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
415,High-Grade Bio-based protein Variant 147,Bio-based protein,0.8690000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.8172727272727273,0.23,0.2606796598391846,13.387298458428102,0.1827272727272727,0.7393203401608154,0.2815547612888088,0.3807771146815101,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
156,Shrimp Shell Chitosan Trays,Bio-based polysaccharide,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.8090909090909091,0.3,0.2606796598391846,13.387298458428102,0.1909090909090909,0.7393203401608154,0.3045229431069907,0.4303812939340078,Low
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
188,Advanced Bio-based polymer Variant 12,Bio-based polymer (starch),0.019,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0086,0.06,0.4572727272727272,0.41,0.2606796598391846,13.387298458428102,0.5427272727272727,0.7393203401608154,0.2272047612888088,0.2288950891687938,Low
149,Pomegranate Rind Trays,Agro-waste composite,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.45,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.3321593067433542,0.483110833301323,Low
1,Cellophane,Plastic-based,0.0085,0.2857142857142857,108.57142857142856,India,0.4,Plastic,Cosmetics,0.0009,0.2,0.0127272727272727,0.4,0.47900466562986,13.387298458428102,0.9872727272727272,0.5209953343701399,0.2723268061642867,0.3445338488076938,Medium
MAT017,Virgin Cardboard,PHA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.08,0.025,0.0163636363636363,0.65,0.6189735614307932,13.387298458428102,0.9836363636363636,0.3810264385692068,0.292966280220557,0.3931784577568697,Medium
236,Advanced Regenerated cellulose Variant 60,Regenerated cellulose,0.7120000000000001,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0026,0.1,0.769090909090909,0.4,0.2606796598391846,13.387298458428102,0.2309090909090909,0.7393203401608154,0.3044729431069907,0.4106373988622991,Low
101,Glucomannan Noodles/Padding,Bio-based polysaccharide,0.95,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.7909090909090909,0.25,0.2606796598391846,13.387298458428102,0.2090909090909091,0.7393203401608154,0.3003411249251725,0.4271686332573237,Low
207,Advanced Agro-waste particle Variant 31,Agro-waste particle,0.856,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0096,0.1,0.349090909090909,0.15,0.2606796598391846,13.387298458428102,0.6509090909090909,0.7393203401608154,0.3198229431069906,0.4936078528601409,Low
1,Hemp Packaging,Fiber/Fabric,0.0092,0.2857142857142857,108.57142857142856,India,0.18,Plastic,Cosmetics,0.00164,0.6,0.004090909090909,0.6,0.6111975116640747,13.387298458428102,0.9959090909090909,0.3888024883359253,0.3802611579245015,0.5142471658732711,Medium
123,Chitosan-Coated Biofilm,Marine-based,0.98,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.005,0.04,0.7999999999999999,0.1,0.2606796598391846,13.387298458428102,0.2,0.7393203401608154,0.2701820340160815,0.3730772051248922,Low
MAT016,Virgin Cardboard,PLA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.12,0.0248,0.0145454545454545,0.7000000000000001,0.463452566096423,13.387298458428102,0.9854545454545456,0.536547433903577,0.3286601979358122,0.4580852198607097,Medium
